City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,tazovsky,67.4667,78.7,-29.27,92,17,4.67,RU,1701649337
367,dingcheng,32.1272,115.0394,8.4,48,98,3.1,CN,1701649337
368,ambazac,45.9598,1.4006,5.18,54,100,6.31,FR,1701649338
369,dul'durga,50.6761,113.5931,-16.05,97,20,1.47,RU,1701649339
370,tulun,54.5611,100.5792,-6.92,91,100,2.18,RU,1701649339
371,priargunsk,50.3691,119.1012,-23.22,100,50,0.7,RU,1701649340
372,ariquemes,-9.9133,-63.0408,25.87,79,69,0.77,BR,1701649341
373,burela de cabo,43.65,-7.4,12.32,78,59,8.94,ES,1701649342
374,buzuluk,52.7807,52.2635,-1.69,93,100,7.6,RU,1701649342
375,mata-utu,-13.2816,-176.1745,28.64,76,35,6.27,WF,1701649343
376,prince george,53.9166,-122.753,0.7,93,0,7.72,CA,1701649283
377,yuzhno-kurilsk,44.0306,145.8556,1.32,64,38,3.03,RU,1701649344
378,chernyshevsk,52.5243,117.0174,-20.74,100,82,0.81,RU,1701649345
379,meizhou,24.2977,116.1072,15.02,81,100,1.38,CN,1701649345
380,ormara,25.2088,64.6357,23.63,51,0,3.85,PK,1701649346
381,pacific grove,36.6177,-121.9166,16.25,79,0,2.06,US,1701649347
382,tamanrasset,22.785,5.5228,10.95,11,0,2.06,DZ,1701649295
383,haiku-pauwela,20.9219,-156.3051,28.01,65,40,7.72,US,1701649348
384,hamilton,39.1834,-84.5333,8.01,76,40,8.23,US,1701649348
385,camacupa,-12.0167,17.4833,16.94,98,100,1.51,AO,1701649349
386,nahiyat ash shinafiyah,31.5874,44.6602,16.16,45,0,3.32,IQ,1701649350
387,tommot,58.9564,126.2925,-25.68,99,100,0.84,RU,1701649351
388,guajara mirim,-10.7828,-65.3394,26.7,76,100,1.64,BR,1701649352
389,irthlingborough,52.3267,-0.6113,7.51,99,100,3.77,GB,1701649352
390,lincheng,19.9078,109.6858,22.03,91,97,4.98,CN,1701649354
391,kolonia town,6.964,158.206,32.0,66,100,5.14,FM,1701649354
392,mar del plata,-38.0023,-57.5575,15.05,61,0,5.36,AR,1701649142
393,cocorna,6.0573,-75.1852,22.18,98,27,0.69,CO,1701649355
394,ciudad bolivar,8.1222,-63.5497,28.68,63,84,6.76,VE,1701649356
395,ekibastuz,51.6667,75.3667,-7.87,71,100,10.36,KZ,1701649357
396,macapa,0.0389,-51.0664,28.99,79,75,3.6,BR,1701649344
397,ingeniero jacobacci,-41.3427,-69.5448,15.21,12,0,5.55,AR,1701649358
398,usinsk,65.9939,57.5281,-14.23,96,100,3.08,RU,1701649359
399,mugia,43.1041,-9.2179,14.53,84,26,11.39,ES,1701649359
400,lerwick,60.1545,-1.1494,4.0,68,15,2.85,GB,1701649360
401,wetteren,50.9934,3.8721,2.81,74,100,6.4,BE,1701649360
402,tura,25.5198,90.2201,16.45,76,99,1.91,IN,1701649308
403,horta,38.5333,-28.6333,14.93,51,41,2.18,PT,1701649362
404,morehead city,34.7229,-76.726,20.01,86,0,5.14,US,1701649363
405,alofi,-19.0595,-169.9187,28.94,65,13,5.57,NU,1701649296
406,kamiiso,41.8167,140.65,2.21,75,75,2.06,JP,1701649364
407,yanchep,-31.55,115.6833,24.45,69,11,3.21,AU,1701649364
408,pandan,14.0453,124.1694,26.83,87,66,6.01,PH,1701649326
409,at taj,24.2049,23.2857,16.2,16,18,2.04,LY,1701649365
410,masterton,-40.9597,175.6575,15.49,94,100,1.72,NZ,1701649366
411,najran,17.4924,44.1277,12.36,53,0,0.74,SA,1701649367
412,hjo,58.3013,14.2878,-6.01,92,100,3.65,SE,1701649368
413,naha,26.2125,127.6811,21.38,96,75,6.17,JP,1701649368
414,urengoy,65.9667,78.3667,-30.13,93,9,5.29,RU,1701649369
415,walvis bay,-22.9575,14.5053,17.53,77,56,2.57,NA,1701649369
416,ventspils,57.3894,21.5606,-8.04,100,40,0.0,LV,1701649370
417,ghanzi,-21.5667,21.7833,27.02,14,65,3.85,BW,1701649371
418,prainha,-1.8,-53.48,27.57,61,89,1.23,BR,1701649371
419,mejit,10.2753,170.8646,27.16,78,99,9.44,MH,1701649372
420,bardai,11.65,7.2333,19.69,26,29,1.7,NG,1701649372
421,ocean city,39.2776,-74.5746,12.22,94,100,1.79,US,1701649352
422,thinadhoo,0.5333,72.9333,27.61,75,36,2.24,MV,1701649373
423,vanino,49.0869,140.2543,-6.71,67,100,1.51,RU,1701649374
424,ilhabela,-23.7781,-45.3581,24.81,88,58,2.01,BR,1701649374
425,metropolis,37.1512,-88.732,7.86,79,0,0.0,US,1701649375
426,isiolo,0.3546,37.5822,19.37,77,10,1.57,KE,1701649376
427,salalah,17.0151,54.0924,25.05,53,0,4.63,OM,1701649376
428,anshun,26.25,105.9333,6.82,89,100,1.64,CN,1701649377
429,les cayes,18.2,-73.75,25.0,79,4,1.43,HT,1701649377
430,palikir - national government center,6.9248,158.1611,31.41,66,100,5.14,FM,1701649378
431,ust'-kut,56.7938,105.7672,-8.65,95,100,1.79,RU,1701649379
432,iskateley,67.6803,53.1512,-17.25,96,96,4.37,RU,1701649379
433,golere,16.2557,-14.1017,28.62,23,77,5.2,SN,1701649380
434,altus,34.6381,-99.334,16.73,29,0,11.83,US,1701649380
435,manjeshvar,12.7,74.8833,25.66,77,97,2.87,IN,1701649381
436,itaituba,-4.2761,-55.9836,23.15,96,99,0.58,BR,1701649381
437,labytnangi,66.6572,66.4183,-32.12,98,50,0.69,RU,1701649382
438,polyarnyy,69.1989,33.4478,-3.99,93,100,1.16,RU,1701649383
439,vila franca do campo,37.7167,-25.4333,13.23,67,74,3.11,PT,1701649384
440,nova vicosa,-17.8919,-39.3719,25.7,82,0,5.56,BR,1701649215
441,la paz,-16.5,-68.15,12.54,75,75,6.17,BO,1701649385
442,whitby,54.4877,-0.615,2.86,93,100,3.95,GB,1701649385
443,port saint john's,-31.6229,29.5448,20.33,90,76,2.42,ZA,1701649386
444,wynyard,-41.0,145.7167,16.85,72,100,5.25,AU,1701649125
445,bodo,67.28,14.405,-6.24,73,0,7.2,NO,1701649387
446,alto piquiri,-24.0281,-53.4406,22.7,97,98,2.94,BR,1701649388
447,dwarka,22.2394,68.9678,24.0,59,0,8.56,IN,1701649389
448,antsiranana,-12.2787,49.2917,25.09,78,17,6.47,MG,1701649389
449,waddan,29.1614,16.139,14.55,85,3,4.27,LY,1701649390
450,muynoq,43.7683,59.0214,8.59,57,49,3.36,UZ,1701649390
451,hohhot,40.8106,111.6522,-8.84,53,0,1.0,CN,1701649391
452,leh,34.1667,77.5833,-6.9,45,85,1.87,IN,1701649391
453,remire-montjoly,4.9167,-52.2667,26.02,89,0,0.51,GF,1701649304
454,ormeau,-27.7833,153.2667,30.47,70,16,3.41,AU,1701649392
455,wuwei,37.9281,102.6414,1.61,27,22,2.51,CN,1701649393
456,barkly west,-28.5354,24.5215,21.6,32,8,2.54,ZA,1701649394
457,pangai,-19.8,-174.35,30.06,66,20,7.2,TO,1701649394
458,lashio,22.9333,97.75,13.97,99,63,0.87,MM,1701649395
459,panguipulli,-39.6333,-72.3333,11.62,61,0,1.86,CL,1701649396
460,aykhal,66.0,111.5,-38.59,99,61,2.37,RU,1701649396
461,isla mujeres,21.2311,-86.731,28.03,85,37,4.34,MX,1701649397
462,nhamunda,-2.1861,-56.7131,25.76,82,100,1.1,BR,1701649398
463,ilam,26.9167,87.9167,12.07,78,1,2.78,NP,1701649399
464,mandalgovi,45.7625,106.2708,-7.97,69,0,3.8,MN,1701649400
465,fallon,39.4735,-118.7774,12.18,48,75,3.6,US,1701649400
466,kuanda,56.3161,116.0806,-17.75,98,100,1.09,RU,1701649401
467,bushehr,28.9684,50.8385,18.05,72,88,0.0,IR,1701649401
468,loukhi,66.0764,33.0381,-6.74,97,99,1.91,RU,1701649402
469,hereford,52.0568,-2.7148,8.36,98,100,0.89,GB,1701649133
470,kudahuvadhoo,2.6708,72.8944,27.26,79,98,2.45,MV,1701649403
471,wuda,39.4994,106.7117,-0.87,38,46,1.13,CN,1701649404
472,faya-largeau,17.9257,19.1043,22.24,14,0,5.36,TD,1701649404
473,ingeniero luis a. huergo,-39.0833,-67.2333,16.61,20,0,2.96,AR,1701649405
474,desaguadero,-16.5656,-69.0417,12.78,62,84,4.39,PE,1701649406
475,tacuarembo,-31.7333,-55.9833,15.67,87,100,8.39,UY,1701649346
476,florence,43.7667,11.25,6.8,71,0,4.12,IT,1701649407
477,laojunmiao,39.8333,97.7333,-1.48,24,0,2.21,CN,1701649407
478,necochea,-38.5473,-58.7368,11.21,58,5,5.09,AR,1701649408
479,mil'kovo,55.6078,37.7956,-5.33,95,99,4.22,RU,1701649408
480,axim,4.8699,-2.2405,26.17,87,6,2.83,GH,1701649409
481,gao,16.6362,1.637,24.36,16,81,3.54,ML,1701649409
482,chul'man,56.8479,124.9104,-18.43,98,99,1.72,RU,1701649410
483,kamennogorsk,60.9545,29.1339,-10.25,98,97,1.1,RU,1701649411
484,happy valley-goose bay,53.3168,-60.3315,-15.83,72,20,3.09,CA,1701649303
485,itoman,26.1247,127.6694,21.43,96,75,6.17,JP,1701649412
486,nar'yan-mar,67.6713,53.087,-17.08,96,96,4.39,RU,1701649412
487,hailar,49.2,119.7,-16.61,97,16,2.81,CN,1701649413
488,bac lieu,9.285,105.7244,26.06,85,88,5.41,VN,1701649155
489,khanty-mansiysk,61.0042,69.0019,-26.94,69,0,1.0,RU,1701649414
490,island harbour,50.724,-1.2758,8.85,93,100,6.26,GB,1701649415
491,airuk,7.2772,168.8203,27.66,80,91,8.41,MH,1701649415
492,campbell river,50.0163,-125.2446,8.74,100,75,2.57,CA,1701649243
493,saint-paul,-21.0096,55.2707,22.05,83,4,0.45,RE,1701649416
494,robertsport,6.7533,-11.3686,27.42,81,76,3.7,LR,1701649417
495,hotan,37.0997,79.9269,1.1,37,43,1.29,CN,1701649417
496,verkhnevilyuysk,63.4453,120.3167,-48.51,100,78,0.28,RU,1701649418
497,sur,22.5667,59.5289,24.37,55,1,3.98,OM,1701649419
498,yauya,-8.9833,-77.3,12.82,76,98,2.64,PE,1701649419
499,quellon,-43.1167,-73.6167,9.43,79,14,5.06,CL,1701649420
500,as sulayyil,20.4607,45.5779,16.14,47,41,3.93,SA,1701649420
501,high springs,29.8269,-82.5968,21.32,96,100,0.89,US,1701649421
502,zhicheng,30.2956,111.5047,8.8,70,72,0.3,CN,1701649422
503,kathu,7.9178,98.3332,25.9,82,93,4.81,TH,1701649422
504,penhalonga,-18.8911,32.6978,12.32,77,12,0.99,ZW,1701649423
505,suva,-18.1416,178.4415,31.71,62,40,4.63,FJ,1701649424
506,taoudenni,22.6783,-3.9836,23.53,35,20,3.37,ML,1701649424
507,kenai,60.5544,-151.2583,-5.48,77,0,0.0,US,1701649425
508,korla,41.7597,86.1469,-1.68,54,0,2.5,CN,1701649425
509,wau,7.7029,27.9953,26.59,33,82,1.89,SS,1701649426
510,shizunai-furukawacho,42.3339,142.3669,3.73,63,6,1.43,JP,1701649426
511,albu kamal,34.45,40.9186,14.65,46,44,3.0,SY,1701649427
512,lupane,-18.9315,27.807,19.85,28,16,2.53,ZW,1701649427
513,nouadhibou,20.931,-17.0347,19.99,88,20,5.66,MR,1701649428
514,mount pearl,47.5166,-52.7813,0.64,77,100,4.12,CA,1701649311
515,shar'ya,58.3686,45.5144,-11.68,93,100,1.34,RU,1701649429
516,makurazaki,31.2667,130.3167,12.53,61,66,3.24,JP,1701649430
517,port arthur,38.8,121.2667,8.12,60,96,7.27,CN,1701649430
518,katsuren-haebaru,26.3369,127.8719,21.43,95,100,6.17,JP,1701649431
519,karakocan,38.9558,40.0386,6.63,58,99,1.59,TR,1701649431
520,lillehammer,61.1146,10.4674,-14.61,95,96,1.62,NO,1701649432
521,northam,51.0333,-4.2167,10.92,97,100,8.78,GB,1701649433
522,manta,-0.95,-80.7333,24.88,73,20,5.14,EC,1701649433
523,nuku'alofa,-21.1333,-175.2,29.19,79,75,6.69,TO,1701649434
524,neryungri,56.6709,124.6491,-16.83,95,98,1.84,RU,1701649434
525,ponta delgada,37.7333,-25.6667,13.4,71,20,1.54,PT,1701649435
526,port augusta,-32.5,137.7667,34.8,11,3,7.22,AU,1701649435
527,concepcion,-36.827,-73.0498,12.58,74,0,11.89,CL,1701648725
528,kegen,43.0197,79.2203,-2.72,56,97,2.16,KZ,1701649437
529,enewetak,11.3474,162.3373,27.47,78,96,8.98,MH,1701649437
530,floro,61.5996,5.0328,-0.02,64,40,3.6,NO,1701649438
531,tralee,52.2704,-9.7026,3.57,91,97,4.45,IE,1701649438
532,balqash,46.8481,74.995,0.48,66,61,5.75,KZ,1701649439
533,swift current,50.2834,-107.8014,-3.55,80,0,5.14,CA,1701649349
534,santa elena de uairen,4.6167,-61.1333,23.27,54,57,1.51,VE,1701649440
535,levuka,50.1834,-105.4011,-4.1,69,6,3.59,CA,1701649441
536,tofol,5.3248,163.0078,28.88,79,100,5.14,FM,1701649441
537,mount gambier,-37.8333,140.7667,26.47,26,65,4.34,AU,1701649442
538,la passe,45.5549,-0.8967,7.13,83,100,8.81,FR,1701649443
539,kangding,30.0513,101.9603,3.07,71,22,2.32,CN,1701649444
540,cobija,-11.0267,-68.7692,24.4,89,99,0.9,BO,1701649444
541,gobabis,-22.45,18.9667,22.83,55,85,6.88,NA,1701649445
542,misratah,32.3754,15.0925,18.42,69,58,8.7,LY,1701649445
543,enniskillen,54.3461,-7.6413,-0.69,95,24,1.85,GB,1701649446
544,cole harbour,44.6724,-63.4751,-0.01,94,100,4.63,CA,1701649447
545,tarnogskiy gorodok,60.4997,43.5761,-10.94,94,100,2.44,RU,1701649448
546,tongouson,5.0214,120.1328,28.26,76,87,2.38,PH,1701649448
547,motygino,58.1831,94.7592,-0.12,98,100,4.02,RU,1701649449
548,borazjan,29.2666,51.2159,19.24,47,74,0.79,IR,1701649450
549,ust'-barguzin,53.45,108.9833,-10.09,90,94,3.27,RU,1701649450
550,dali,25.7,100.1833,7.99,90,93,1.35,CN,1701649451
551,indianola,41.3581,-93.5574,2.27,85,89,2.26,US,1701649452
552,novyy urgal,51.0736,132.5642,-12.05,91,100,1.05,RU,1701649452
